Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
24025862668,"(BAO BÌ MỚI) Giấy ăn rút Top Gia Sắc Hạ, khăn giấy 4 lớp dập vân 4D chắc chắn siêu dai","62,0k",90k+,TopGia HCM,"12,5%",₫7.440,https://shopee.vn/product/729014007/24025862668,https://s.shopee.vn/9pYNmcKdaj
42618391133,Điện thoại Apple iPhone 17 Pro 256GB,"35,0tr",3k+,Apple Flagship Store,"4,5%",₫1.399.960,https://shopee.vn/product/88201679/42618391133,https://s.shopee.vn/9Kc7BhMXbe
22657169114,Bộ nỉ bông quần áo thu đông cho bé trai bé gái dày dặn hình in gấu dễ thương từ 10 đến 33kg,"106,8k",1k+,BiMia.Kids,10%,₫10.680,https://shopee.vn/product/978815190/22657169114,https://s.shopee.vn/9UvXO0LuGh
40274499253,Đèn Lồng Treo Cây Decor Tết Trang Trí Nhà Cửa Ngày Tết  Trung Thu Giáng Sinh,"7,5k",30k+,Cam.Decor,"11,5%",₫825,https://shopee.vn/product/1031330925/40274499253,https://s.shopee.vn/AKUeNXIjZs
26251684281,Kokiya 6.35mm đến 3.5mm TRS Dây cáp âm thanh nổi Bộ chuyển đổi Coverter cho thiết bị rạp hát tại nhà,"85,8k",31,kokiya,"6,5%",₫5.148,https://shopee.vn/product/1202844870/26251684281,https://s.shopee.vn/AUo4ZqI6Ev
25686422164,"BỘ NỒI ĐỨC 6 MÓN , BỘ NỒI INOX VUNG KÌNH CƯỜNG LỨC DÙNG CHO MỌI LOẠI BẾP","505,0k",20k+,shopivy01,"7,5%",₫35.350,https://shopee.vn/product/914756445/25686422164,https://s.shopee.vn/9zrnyvK0Fq
29205801036,Nước xả vải Hygiene Thái Lan đậm đặc lưu hương lâu hương hoa tự nhiên chính hãng,"78,0k",300k+,Wash & Care,"16,5%",₫12.480,https://shopee.vn/product/717154345/29205801036,https://s.shopee.vn/AABEBEJMut
3067995243,Gối bầu cánh tiên Carekids gối bà bầu giảm đau lưng đỡ bụng cho bà bầu một giấc ngủ ngon Vipkid,"39,0k",70k+,VipKid-Gian hàng cho mẹ và bé,"6,5%",₫2.340,https://shopee.vn/product/20390895/3067995243,https://s.shopee.vn/8KjZzrQLdY
27877392183,Đèn Led Cành Hoa Đào Trang Trí Nhà Dán Tường 1 Mét 6 72 Bông 8 Chế Độ Sáng,"261,3k",618,Mazichome.vn,"12,5%",₫31.350,https://shopee.vn/product/1472790896/27877392183,https://s.shopee.vn/8V30CAPiIb
26375229990,Hút Mũi Cầm Tay Cho Trẻ Sơ Sinh - Thiết Kế Mới 2025,"50,0k",2k+,Shop Nụ Cười Nhỏ,"12,5%",₫6.000,https://shopee.vn/product/1253674364/26375229990,https://s.shopee.vn/806jbFRcJW
28266256496,"Kìm Mỏ Quạ Nhập Khẩu Đức  10 inch, 12 inch Chuyên Dụng Cho Thợ Điện Nước,Thợ Chuyên Nghiệp","89,5k",6,Hương Shop 88,"19,5%",₫17.005,https://shopee.vn/product/1251482363/28266256496,https://s.shopee.vn/8AQ9nYQyyZ
14439680395,(GIFT) Gấu bông trái bơ tròn nhỏ size 15cm cho bé xinh cute Gấu Xinh G12.1,"36,0k",90k+,Gấu Xinh - Gấu Bông Cao Cấp,"14,5%",₫5.040,https://shopee.vn/product/622469888/14439680395,https://s.shopee.vn/8zzGn5NoHk
19094980397,"Chổi Quét Trần Nhà JYoohome Có Điều Chỉnh Độ Dài Tới 2,8m Cây Phất Trần Quét Mạng Nhện, Lau Bụi Bẩn","15,0k",70k+,JYooHome Official Store,"14,5%",₫2.100,https://shopee.vn/product/745623397/19094980397,https://s.shopee.vn/9AIgzONAwn
26204865564,"Máy Massage Cổ Vai Gáy 6D GODWELL, Gối Chườm Ấm 6 Đầu Massage, Giảm Đau Mỏi Vai Gáy Cho Người Lớn","299,0k",100k+,GodWell Việt Nam,"12,5%",₫35.880,https://shopee.vn/product/718541345/26204865564,https://s.shopee.vn/8fMQOTP4xi
51502349627,"[Tặng Bờm]Áo Dài Tơ Thêu Hạc Vũ Quần Lụa Đỏ Đô Kèm Cài 4-15 Kg,Áo Dài Cho Bé Gái Mặc Lễ Tết Quanh Năm","186,0k",1k+,becungstore08,11%,₫20.460,https://shopee.vn/product/308839485/51502349627,https://s.shopee.vn/8pfqamORcl
42759600849,Pin KAMPRO ULTRA 15Cell 6.0Ah Mạch 4 Mosfet Bảng Mạch To Chống Ngắt Tải Có Cổng Cắm USB Có Đèn Led Báo Pin Vỏ ABS,"418,0k",58,Sonny Tools,"7,5%",₫29.260,https://shopee.vn/product/1326872955/42759600849,https://s.shopee.vn/70ECPPVQLQ
27555781074,Nước rửa chén Thái Lan không mùi 3600ml chính hãng an toàn cho da tay,"138,0k",300k+,Sạch Dịu Êm,"14,5%",₫19.320,https://shopee.vn/product/718327527/27555781074,https://s.shopee.vn/7AXcbiUn0T
22248341413,"Bánh thuyền siêu hạt ăn kiêng, bánh thuyền mix hạt dinh dưỡng Annut ăn kiêng - Túi 500g","110,0k",3k+,Nông Sản Annut.,"14,5%",₫15.400,https://shopee.vn/product/502570441/22248341413,https://s.shopee.vn/6fbM0nWh1O
28200539872,Nhiệt Kế Hồng Ngoại Đo Nhiệt Độ Trán Sinocare AET-R1D1,"215,0k",1k+,SINOCARE VIETNAM OFFICIAL,"24,5%",₫51.600,https://shopee.vn/product/344696604/28200539872,https://s.shopee.vn/6pumD6W3gR
20477316356,Thùng 10 gói khăn ướt Gumi không cồn không parabens cao cấp dành cho em bé,"165,0k",1tr+,Gumi Hồ Chí Minh,"14,5%",₫23.100,https://shopee.vn/product/864405042/20477316356,https://s.shopee.vn/7fTtCdSszc
24491019937,"Khăn giấy vệ sinh treo tường Tiểu Hạ 1000 tờ làm từ bột gỗ thiên nhiên, an toàn, 6 bịch hoặc 10 bịch","95,0k",200k+,TopGia HCM,"12,5%",₫11.400,https://shopee.vn/product/729014007/24491019937,https://s.shopee.vn/7pnJOwSFef
18275218474,"Heo HOT 3D tai vểnh lợn ngậm tiền size nhỏ (C20xD17xR15) | quà tặng, trang trí, ống tiết kiệm tiền TIỆM HEO SODA","49,9k",5k+,Tiệm Heo Đất Soda,"14,5%",₫6.986,https://shopee.vn/product/34463018/18275218474,https://s.shopee.vn/7Kr2o1U9fa
41268214972,Apple iPhone 17 Pro 256GB Chính hãng,"35,4tr",187,Viettel Store- AAR ,"4,5%",₫1.415.600,https://shopee.vn/product/308461157/41268214972,https://s.shopee.vn/7VAT0KTWKd
29816250410,"Kìm Điện Kìm Bấm, Tuốt Dây Điện Đa Năng Kìm Răng Mỏ Bằng Chính Hãng  8 inch - 20cm","57,5k",0,Hương Shop 88,"19,5%",₫10.925,https://shopee.vn/product/1251482363/29816250410,https://s.shopee.vn/5fiooxaV3I
22146553799,"Tẩy dầu mỡ nhà bếp, tẩy nồi, nhà bếp, hút mùi, bếp gas, bếp từ, đáy xoong, đáy chảo HiKit 500g [Mua 1 tặng 2]","65,0k",200k+,ChamSocGiaDinh_0404,"19,5%",₫12.350,https://shopee.vn/product/499934727/22146553799,https://s.shopee.vn/5q2F1GZriL
25724725714,"[HÀNG CAO CẤP] Khăn ướt Topgia 80 tờ mềm mại,không mùi không parabens dành cho em bé","125,0k",30k+,TopGia HCM Store,"12,5%",₫15.000,https://shopee.vn/product/1016604648/25724725714,https://s.shopee.vn/5L5yQLbljG
29272443383,Set Bộ Hoodie chất liệu Nỉ có Túi và Mũ Vintage in chữ phong cách Hàn Quốc dành cho bé Trai và bé Gái thời tiết thu đông,"64,5k",7k+,Bé Mỡ STORE22,9%,₫5.805,https://shopee.vn/product/1187479947/29272443383,https://s.shopee.vn/5VPOceb8OJ
24987802265,"Tô Vít, Tua Vít 2 Đầu - Tuốc Nơ Vít 2 Đầu Số 6, Số 8 dài 15cm Và 20cm","21,5k",20,Hương Shop 88,"19,5%",₫4.085,https://shopee.vn/product/1251482363/24987802265,https://s.shopee.vn/6KyVcBXxhU
53500314373,Sách - Ehon Hỏi - Đáp Cùng Bé - Song Ngữ Việt Anh Dành Cho Bé Từ 0-3 Tuổi,"135,0k",531,Sách Hiểu Minh,"14,5%",₫18.900,https://shopee.vn/product/1332093960/53500314373,https://s.shopee.vn/6VHvoUXKMX
54952213353,Ốp Lưng iPhone Camera Viền Cao Lucky Girl Tết 2026 Chống Sốc Cao Cấp - iP 7/8/X/XS/XR/11/12/13/14/15/16/17/Air/Pro/Max,"17,9k",10k+,SHIN CASE - ỐP LƯNG CƯỜNG LỰC,"14,5%",₫2.506,https://shopee.vn/product/89827191/54952213353,https://s.shopee.vn/60LfDZZENS
29653202630,"Máy Hút Bụi Giường Nệm GODWELL Hút Lông Chó Mèo Cầm Tay Làm Sạch Bụi Ga Giường, Tia UV Diệt Khuẩn","365,0k",100k+,GodWell Việt Nam,"11,5%",₫40.150,https://shopee.vn/product/718541345/29653202630,https://s.shopee.vn/6Af5PsYb2V
27069251138,"🏮(mua 2 tặng 1 dây led10m) đèn lồng phản quang,kim cương xoay 360 độ thu hút tài lộc","225,0k",1k+,🍀Hải mê đèn🍀,"10,5%",₫22.500,https://shopee.vn/product/764072008/27069251138,https://s.shopee.vn/4LDREVfZlA
20535786857,"Quần Tất Len Không Bàn Mềm Mại Cho Bé 3m-5y, Quần Legging Cho Bé Trai Bé Gái - SABOMART","46,3k",40k+,SaBo Baby - Mẹ và Bé,5%,₫2.315,https://shopee.vn/product/298199900/20535786857,https://s.shopee.vn/4VWrQoewQD
42908295179,"Ổ Cắm Du Lịch toàn cầu ANRMESUN, 25W 45W 65W công suất,USB TypeC Hỗ trợ sạc nhanh,Bảo vệ quá tải tích,4 Loại Chân Că","163,0k",1k+,ANRMESUN Ổ CẮM MALL,"20,5%",₫32.600,https://shopee.vn/product/1581390719/42908295179,https://s.shopee.vn/40aaptgqR8
28958617666,"Trà Gạo Lứt , Đậu Đen, Hoa Nhài, Cỏ Ngọt, Vừng Đen, Đậu Đỏ, Lá Nếp Hộp 30 Túi Lọc","109,0k",4k+,Siêu Thị Thiên Nhiên Oficial,"24,5%",₫26.160,https://shopee.vn/product/86938441/28958617666,https://s.shopee.vn/4Au12CgD6B
28260366633,(KID)Thùng 10 gói khăn ướt Gumi không cồn không parabens cao cấp dành cho em bé.,"102,0k",500k+,Gumi Hồ Chí Minh,"14,5%",₫14.280,https://shopee.vn/product/864405042/28260366633,https://s.shopee.vn/50T81jd2PM
10813895770,MEMBERGIFT - HÀNG TẶNG KO BÁN - Son Dưỡng Dầu Dừa Bến Tre Cocoon 5g,"500,0k",2k+,Cocoon Vietnam Chính Hãng,"12,5%",₫60.000,https://shopee.vn/product/175753395/10813895770,https://s.shopee.vn/5AmYE2cP4P
29721717752,[MUA 2 GIẢM 34%] Combo Dầu gội bưởi 310ml & Nước dưỡng tóc tinh dầu bưởi Cocoon 140ml giúp giảm gãy rụng và làm mềm tóc,"423,0k",1k+,Cocoon Vietnam Chính Hãng,"12,5%",₫50.760,https://shopee.vn/product/175753395/29721717752,https://s.shopee.vn/4fqHd7eJ5K
22183344512,"Đèn pin mini siêu sáng, đèn led XML T6 full box hộp kèm pin và sạc vỏ kim loại chắc chắn, chống nước an toàn","137,0k",30k+,Gia Dụng Việt_Giá Rẻ,"11,5%",₫15.070,https://shopee.vn/product/541497360/22183344512,https://s.shopee.vn/4q9hpQdfkN
22480047077,"⭐️[𝑴𝒊𝒆̂̃𝒏 𝑺𝒊́𝒑]Xe Đẩy Gấp Gọn Cho Bé Yêu, Bé Đi Du Lịch Đi Chơi Siêu Gọn Nhẹ-tặng miếng lót","285,0k",80k+,shopbaochau.,"4,5%",₫11.400,https://shopee.vn/product/1073036789/22480047077,https://s.shopee.vn/30i3e3keT2
